Nome: CIPO
Codigo Estacao: 83192
Latitude: -11.10138888
Longitude: -38.52416666
Altitude: 143.53
Situacao: Operante
Data Inicial: 1990-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
1997-07-31;null;null;null;169,3;38,2;1000,633333;27,916129;22,037419;17,558065;77,314516;7;2,434783;null;
1997-08-31;null;null;null;206;22,1;1001,091398;28,909677;22,385161;17,241935;69,677419;9;2,72043;null;
1997-09-30;null;null;null;271,5;0;996,413333;33,593333;25,364;19,146667;59,783333;7;2,3;null;
1997-10-31;null;null;null;274,4;12;994,867742;34,835484;26,765161;20,641935;59,620968;7;2,795699;null;
1997-11-30;null;null;null;280,7;67,5;994,627586;35,462069;27,346897;21,441379;59,948276;7;2,632184;null;
1997-12-31;null;null;null;276,1;47,8;994,321505;36,093548;28,268387;22,741935;60,346774;7;2,892473;null;
1998-01-31;null;null;null;194,7;30,5;993,622581;36,032258;28,92;23,867742;63,120968;6;3,043011;null;
1998-02-28;null;null;null;250,9;27,6;994,942857;36,778571;29,128571;23,717857;59,116071;8;2,714286;null;
1998-03-31;null;null;null;266,7;29;994,405376;35,812903;28,631613;23,574194;66,83871;7;2,470968;null;
1998-04-30;null;null;null;258,2;31,9;994,978889;34,106667;27,564;22,816667;65,65;7;2,811111;null;
1998-05-31;null;null;null;185,4;44,2;997,45914;31,548387;25,774194;21,729032;71,903226;7;2,602151;null;
1998-06-30;null;null;null;111;60,5;999,962222;28,163333;23,632;20,336667;78,358333;9;3,124444;null;
1998-07-31;null;null;null;141,7;60,7;999,782796;28,003226;23,329032;20,187097;81;8;2,44086;null;
1998-08-31;null;null;null;191,9;48,6;999,164516;29,254839;23,45871;19,122581;75,362903;7;2,483871;null;
1998-09-30;null;null;null;214,3;14,7;998,407778;31,233333;24,608667;19,726667;71,141667;7;2,7;null;
1998-10-31;null;null;null;279,6;10,2;996,821505;33,564516;26,212258;20,696774;62,032258;9;2,870968;null;
1998-11-30;null;null;null;234,8;89,8;993,305556;35,383333;27,960667;22,976667;58,65;7;2,722222;null;
